Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Region,Quantity,Revenue,Profit,Profit Category
1497,05/07/2026,C377,Repeat Customer,Perfume,Beauty,Pune,6,"₹11,472","₹3,907",Profit
1498,07/11/2026,C115,Repeat Customer,T-Shirt,Apparel,Hyderabad,6,"₹2,634",₹794,Profit
1499,19/04/2026,C013,Repeat Customer,Skincare Set,Beauty,Pune,5,"₹18,005","₹6,495",Profit
1500,05/12/2026,C140,Repeat Customer,Tablet,Electronics,Bangalore,2,"₹65,330","₹9,895",Profit
1501,16/05/2026,C298,Repeat Customer,Jeans,Apparel,Kolkata,1,"₹47,679",₹668,Profit
1502,01/02/2026,C031,Repeat Customer,Tablet,Electronics,Chennai,3,"₹67,224","₹8,232",Profit
1503,07/02/2026,C250,Repeat Customer,Camera,Electronics,Delhi,1,"₹28,760","₹4,159",Profit
1504,06/02/2026,C299,Repeat Customer,Kurta,Apparel,Kolkata,6,"₹13,956","₹3,672",Profit
1505,27/01/2026,C176,Repeat Customer,Sofa,Furniture,Bangalore,4,"₹92,472","₹18,591",Profit
1506,06/12/2026,C391,Repeat Customer,Speaker,Electronics,Mumbai,5,"₹22,180","₹3,532",Profit
1507,15/03/2026,C054,Repeat Customer,T-Shirt,Apparel,Chennai,4,"₹3,836","₹1,001",Profit
1508,03/02/2026,C041,New Customer,Tablet,Electronics,Chennai,4,"₹107,652","₹11,485",Profit
1509,07/05/2026,C373,Repeat Customer,Kurta,Apparel,Delhi,2,"₹3,778",₹989,Profit
1510,05/04/2026,C250,Repeat Customer,Blender,Home,Hyderabad,2,"₹4,570",₹991,Profit
1511,20/01/2026,C353,Repeat Customer,Shoes,Apparel,Pune,0,"₹5,908","₹1,871",Profit
1512,26/02/2026,C229,Repeat Customer,Kurta,Apparel,Kolkata,4,"₹7,372","₹1,978",Profit
1513,16/06/2026,C130,Repeat Customer,Tablet,Electronics,Mumbai,5,"₹114,025","₹15,778",Profit
1514,01/05/2026,C412,Repeat Customer,Desk,Furniture,Bangalore,6,"₹83,994","₹16,016",Profit
1515,25/04/2026,C402,Repeat Customer,Microwave,Home,Delhi,6,"₹67,548","₹10,499",Profit
1516,06/05/2026,C359,Repeat Customer,Desk,Furniture,Mumbai,1,"₹13,125","₹2,556",Profit
1517,03/05/2026,C141,Repeat Customer,T-Shirt,Apparel,Mumbai,6,"₹4,272","₹1,293",Profit
1518,15/01/2026,C294,Repeat Customer,Vacuum Cleaner,Home,Kolkata,1,"₹16,970","₹3,714",Profit
1519,14/08/2026,C188,Repeat Customer,Blender,Home,Delhi,0,"₹1,682",₹309,Profit
1520,20/04/2026,C051,Repeat Customer,Perfume,Beauty,Pune,4,"₹10,356","₹3,339",Profit
1521,30/04/2026,C454,Repeat Customer,Skincare Set,Beauty,Chennai,6,"₹21,684","₹8,278",Profit
1522,06/04/2026,C070,Repeat Customer,Smartwatch,Electronics,Chennai,4,"₹20,820","₹3,745",Profit
1523,04/03/2026,C470,Repeat Customer,Vacuum Cleaner,Home,Mumbai,5,"₹60,720","₹12,108",Profit
1524,31/07/2026,C234,Repeat Customer,Laptop,Electronics,Bangalore,2,"₹84,438","₹8,524",Profit
1525,20/01/2026,C095,Repeat Customer,Tablet,Electronics,Hyderabad,4,"₹156,084","₹24,644",Profit
1526,14/06/2026,C267,Repeat Customer,T-Shirt,Apparel,Mumbai,4,"₹47,679","₹1,284",Profit
1527,24/02/2026,C442,Repeat Customer,Shoes,Apparel,Mumbai,4,"₹18,884","₹5,720",Profit
1528,20/01/2026,C377,Repeat Customer,Kurta,Apparel,Mumbai,5,"₹9,195","₹3,049",Profit
1529,22/07/2026,C406,Repeat Customer,Bookshelf,Furniture,Delhi,2,"₹16,872","₹3,322",Profit
1530,26/07/2026,C331,Repeat Customer,Headphones,Electronics,Bangalore,3,"₹22,971","₹4,360",Profit
1531,05/09/2026,C357,Repeat Customer,Kurta,Apparel,Chennai,1,"₹1,194",₹379,Profit
1532,02/09/2026,C427,New Customer,Vacuum Cleaner,Home,Kolkata,3,"₹33,993","₹6,360",Profit
1533,07/01/2026,C134,New Customer,Tablet,Electronics,Pune,3,"₹98,784","₹14,604",Profit
1534,06/09/2026,C249,Repeat Customer,Jacket,Apparel,Bangalore,4,"₹16,652","₹5,728",Profit
1535,27/02/2026,C117,Repeat Customer,Skincare Set,Beauty,Chennai,3,"₹10,785","₹4,289",Profit
1536,05/05/2026,C476,Repeat Customer,Headphones,Electronics,Bangalore,6,"₹35,298","₹6,935",Profit
1537,24/02/2026,C468,Repeat Customer,Tablet,Electronics,Bangalore,5,"₹100,515","₹10,929",Profit
1538,19/08/2026,C021,Repeat Customer,Skincare Set,Beauty,Chennai,6,"₹9,126","₹2,801",Profit
1539,20/01/2026,C364,Repeat Customer,Sofa,Furniture,Mumbai,4,"₹47,679","₹24,405",Profit
1540,08/08/2026,C460,Repeat Customer,Smartwatch,Electronics,Bangalore,6,"₹80,226","₹17,068",Profit
1541,18/08/2026,C093,Repeat Customer,Microwave,Home,Delhi,6,"₹48,444","₹8,369",Profit
1542,04/08/2026,C279,New Customer,Tablet,Electronics,Hyderabad,4,"₹114,268","₹13,841",Profit
1543,20/05/2026,C452,Repeat Customer,Skincare Set,Beauty,Chennai,6,"₹20,046","₹7,829",Profit
1544,20/07/2026,C015,Repeat Customer,Microwave,Home,Pune,3,"₹35,673","₹6,657",Profit
1544,20/07/2026,C015,Repeat Customer,Microwave,Home,Pune,3,"₹35,673","₹6,657",Profit
1545,29/07/2026,C359,Repeat Customer,Desk,Furniture,Pune,3,"₹28,152","₹5,663",Profit
1546,20/08/2026,C155,Repeat Customer,Bookshelf,Furniture,Bangalore,5,"₹37,610","₹9,698",Profit
1547,30/04/2026,C458,New Customer,Chair,Furniture,Delhi,2,"₹14,260","₹3,224",Profit
1548,17/07/2026,C476,Repeat Customer,Headphones,Electronics,Kolkata,6,"₹45,084","₹8,808",Profit
1549,26/01/2026,C468,Repeat Customer,Headphones,Electronics,Mumbai,6,"₹37,476","₹6,037",Profit
1550,29/03/2026,C246,Repeat Customer,Headphones,Electronics,Chennai,1,"₹3,222",₹604,Profit
1551,26/02/2026,C436,Repeat Customer,Cookware Set,Home,Kolkata,2,"₹12,548","₹3,188",Profit
1552,13/03/2026,C422,Repeat Customer,Smartwatch,Electronics,Bangalore,2,"₹12,026","₹2,268",Profit
1553,26/04/2026,C163,Repeat Customer,Microwave,Home,Bangalore,2,"₹25,984","₹4,333",Profit
1554,04/06/2026,C413,Repeat Customer,Shoes,Apparel,Bangalore,3,"₹17,841","₹5,075",Profit
1555,26/07/2026,C019,New Customer,Laptop,Electronics,Bangalore,6,"₹339,312","₹38,697",Profit
1556,01/06/2026,C299,Repeat Customer,Vacuum Cleaner,Home,Chennai,4,"₹36,824","₹6,475",Profit
1557,07/12/2026,C121,Repeat Customer,Microwave,Home,Delhi,3,"₹21,441","₹3,519",Profit
1558,24/03/2026,C062,Repeat Customer,Bookshelf,Furniture,Chennai,4,"₹25,776",₹0,Profit
1559,04/08/2026,C043,Repeat Customer,Chair,Furniture,Mumbai,6,"₹36,126","₹2,214",Profit
1560,24/03/2026,C359,Repeat Customer,Smartwatch,Electronics,Kolkata,2,"₹26,926","₹5,458",Profit
1561,04/09/2026,C179,Repeat Customer,Headphones,Electronics,Bangalore,6,"₹13,068","₹3,052",Profit
1562,05/12/2026,C368,Repeat Customer,Camera,Electronics,Pune,5,"₹268,400","₹39,086",Profit
1563,04/01/2026,C035,Repeat Customer,Headphones,Electronics,Bangalore,6,"₹24,096","₹5,005",Profit
1564,16/05/2026,C161,Repeat Customer,Headphones,Electronics,Bangalore,2,"₹9,502","₹1,907",Profit
1565,07/07/2026,C266,Repeat Customer,Tablet,Electronics,Hyderabad,2,"₹37,278","₹3,846",Profit
1566,24/06/2026,UNKNOWN,Repeat Customer,Jacket,Apparel,Mumbai,2,"₹5,846","₹1,874",Profit
1567,05/01/2026,C163,Repeat Customer,Jeans,Apparel,Mumbai,6,"₹16,458",₹0,Profit
1568,28/04/2026,C314,Repeat Customer,Microwave,Home,Hyderabad,2,"₹27,212","₹5,042",Profit
1569,21/04/2026,C445,Repeat Customer,Perfume,Beauty,Bangalore,6,"₹31,002","₹11,426",Profit
1570,21/03/2026,C307,Repeat Customer,Camera,Electronics,Chennai,3,"₹183,249","₹28,211",Profit
1571,23/05/2026,C122,Repeat Customer,Perfume,Beauty,Bangalore,1,"₹4,750","₹1,694",Profit
1572,14/03/2026,C012,Repeat Customer,Sofa,Furniture,Delhi,1,"₹47,679","₹5,072",Profit
1573,20/08/2026,C442,Repeat Customer,Blender,Home,Mumbai,6,"₹15,648","₹3,421",Profit
1574,20/05/2026,C012,Repeat Customer,Sofa,Furniture,Kolkata,5,"₹146,400","₹25,264",Profit
1575,13/07/2026,C442,Repeat Customer,T-Shirt,Apparel,Delhi,4,"₹4,040","₹1,387",Profit
1576,15/01/2026,C262,Repeat Customer,Chair,Furniture,Kolkata,2,"₹16,172","₹3,642",Profit
1577,27/02/2026,C465,Repeat Customer,Tablet,Electronics,Bangalore,3,"₹100,584","₹12,057",Profit
1578,04/11/2026,C402,Repeat Customer,Smartwatch,Electronics,Bangalore,6,"₹19,266","₹3,730",Profit
1579,05/11/2026,C479,Repeat Customer,Kurta,Apparel,Chennai,2,"₹4,646","₹1,282",Profit
1580,01/03/2026,C184,Repeat Customer,Jacket,Apparel,Chennai,6,"₹11,454","₹3,428",Profit
1581,17/01/2026,C391,Repeat Customer,Vacuum Cleaner,Home,Hyderabad,1,"₹9,811","₹1,937",Profit
1582,07/01/2026,C211,Repeat Customer,Vacuum Cleaner,Home,Hyderabad,4,"₹62,868","₹10,763",Profit
1583,14/07/2026,C248,Repeat Customer,Shoes,Apparel,Bangalore,3,"₹17,469","₹4,451",Profit
1584,14/02/2026,C314,Repeat Customer,Makeup Kit,Beauty,Pune,2,"₹7,964","₹2,991",Profit
1585,21/06/2026,C442,Repeat Customer,Kurta,Apparel,Mumbai,5,"₹8,695","₹2,393",Profit
1586,08/07/2026,C476,Repeat Customer,Smartwatch,Electronics,Delhi,4,"₹21,432","₹4,238",Profit
1587,30/06/2026,C391,Repeat Customer,T-Shirt,Apparel,Hyderabad,1,₹882,₹289,Profit
1588,28/03/2026,C220,Repeat Customer,Speaker,Electronics,Bangalore,5,"₹29,775","₹6,408",Profit
1589,17/04/2026,C223,Repeat Customer,Phone,Electronics,Mumbai,6,"₹201,606","₹24,152",Profit
1590,20/07/2026,C379,Repeat Customer,Headphones,Electronics,Kolkata,2,"₹7,432","₹1,192",Profit
1591,29/03/2026,C126,Repeat Customer,Kurta,Apparel,Hyderabad,1,"₹1,731",₹499,Profit
1592,01/12/2026,C055,Repeat Customer,Chair,Furniture,Delhi,2,"₹12,766","₹3,205",Profit
1593,04/04/2026,C185,Repeat Customer,Chair,Furniture,Bangalore,4,"₹27,684","₹6,437",Profit
1594,07/09/2026,C151,Repeat Customer,Vacuum Cleaner,Home,Mumbai,3,"₹27,672","₹5,542",Profit
1595,06/06/2026,C155,Repeat Customer,Makeup Kit,Beauty,Pune,1,"₹1,962",₹716,Profit
1596,03/09/2026,C122,Repeat Customer,Kurta,Apparel,Chennai,2,"₹2,042",₹645,Profit
1597,19/04/2026,C024,Repeat Customer,Laptop,Electronics,Bangalore,5,"₹317,235","₹40,275",Profit
1598,06/07/2026,C009,Repeat Customer,Shoes,Apparel,Bangalore,4,"₹19,312","₹6,034",Profit
1599,25/02/2026,C476,Repeat Customer,Table,Furniture,Pune,5,"₹31,010","₹6,991",Profit
1600,17/06/2026,C227,Repeat Customer,Headphones,Electronics,Bangalore,5,"₹20,360","₹3,950",Profit
1601,24/04/2026,C199,Repeat Customer,Jeans,Apparel,Kolkata,5,"₹8,665","₹2,785",Profit
1602,01/08/2026,C348,New Customer,Camera,Electronics,Bangalore,6,"₹283,560","₹35,611",Profit
1603,16/06/2026,C116,Repeat Customer,Smartwatch,Electronics,Kolkata,0,"₹9,929","₹1,844",Profit
1604,17/03/2026,C470,Repeat Customer,Chair,Furniture,Kolkata,5,"₹40,815","₹8,711",Profit
1605,28/02/2026,C397,Repeat Customer,Desk,Furniture,Mumbai,6,"₹41,340","₹8,912",Profit
1606,27/04/2026,C051,Repeat Customer,Smartwatch,Electronics,Kolkata,4,"₹30,104","₹6,192",Profit
1607,28/06/2026,C220,Repeat Customer,Table,Furniture,Pune,4,"₹72,680","₹18,137",Profit
1608,29/06/2026,C442,Repeat Customer,Tablet,Electronics,Bangalore,3,"₹103,143","₹10,981",Profit
1609,29/03/2026,C468,Repeat Customer,Microwave,Home,Pune,1,"₹7,494","₹1,316",Profit
1610,26/01/2026,C243,Repeat Customer,Shoes,Apparel,Kolkata,4,"₹13,344","₹3,360",Profit
1611,06/03/2026,C306,Repeat Customer,Sofa,Furniture,Bangalore,2,"₹88,022","₹18,990",Profit
1612,08/05/2026,C085,Repeat Customer,Blender,Home,Kolkata,1,"₹3,500",₹567,Profit
1613,18/07/2026,C479,Repeat Customer,Jacket,Apparel,Bangalore,2,"₹5,280","₹1,381",Profit
1614,03/09/2026,C122,Repeat Customer,Phone,Electronics,Chennai,6,"₹276,978","₹36,141",Profit
1615,06/07/2026,C468,Repeat Customer,Speaker,Electronics,Hyderabad,2,"₹10,506","₹1,641",Profit
1616,18/08/2026,C325,Repeat Customer,Vacuum Cleaner,Home,Bangalore,6,"₹41,700","₹9,476",Profit
1617,01/08/2026,C306,Repeat Customer,Jeans,Apparel,Bangalore,4,"₹5,096","₹1,761",Profit
1618,26/02/2026,C258,Repeat Customer,T-Shirt,Apparel,Delhi,3,"₹1,701",₹495,Profit
1619,13/05/2026,C121,Repeat Customer,Camera,Electronics,Pune,5,"₹300,130","₹40,907",Profit
1620,22/07/2026,C090,Repeat Customer,Speaker,Electronics,Pune,6,"₹34,542","₹5,571",Profit
1621,07/07/2026,C117,Repeat Customer,Sofa,Furniture,Delhi,6,"₹138,618","₹28,069",Profit
1622,28/05/2026,C096,Repeat Customer,Blender,Home,Kolkata,1,"₹4,514",₹863,Profit
1623,01/07/2026,C395,Repeat Customer,Headphones,Electronics,Mumbai,5,"₹18,905","₹4,551",Profit
1624,07/05/2026,C183,Repeat Customer,Desk,Furniture,Chennai,6,"₹60,534","₹14,817",Profit
1625,16/06/2026,C034,Repeat Customer,Phone,Electronics,Pune,4,"₹129,644","₹16,861",Profit
1626,19/04/2026,C476,Repeat Customer,Jacket,Apparel,Kolkata,6,"₹27,012","₹7,036",Profit
1627,14/05/2026,C443,Repeat Customer,Shoes,Apparel,Chennai,5,"₹22,125","₹5,524",Profit
1628,18/01/2026,C462,Repeat Customer,Perfume,Beauty,Bangalore,3,"₹15,201","₹5,983",Profit
1628,18/01/2026,C462,Repeat Customer,Perfume,Beauty,Bangalore,3,"₹15,201","₹5,983",Profit
1629,08/11/2026,C479,Repeat Customer,Perfume,Beauty,Mumbai,1,"₹5,605","₹1,734",Profit
1630,26/03/2026,C089,Repeat Customer,Desk,Furniture,Kolkata,3,"₹42,579","₹9,910",Profit
1631,18/08/2026,C205,Repeat Customer,Cookware Set,Home,Bangalore,6,"₹42,270","₹9,209",Profit
1632,02/12/2026,C390,Repeat Customer,Jeans,Apparel,Chennai,3,"₹6,117","₹1,601",Profit
1633,24/02/2026,C359,Repeat Customer,Perfume,Beauty,Mumbai,5,"₹24,085","₹9,125",Profit
1634,14/06/2026,C076,Repeat Customer,Camera,Electronics,Chennai,6,"₹124,194","₹15,109",Profit
1635,01/10/2026,C411,Repeat Customer,Perfume,Beauty,Hyderabad,6,"₹10,008","₹3,826",Profit
1636,27/03/2026,C119,Repeat Customer,Perfume,Beauty,Mumbai,2,"₹4,556","₹1,746",Profit
1637,24/04/2026,C119,Repeat Customer,Bookshelf,Furniture,Hyderabad,5,"₹49,575","₹10,971",Profit
1638,23/03/2026,C265,Repeat Customer,Perfume,Beauty,Kolkata,6,"₹7,356","₹2,619",Profit
1639,15/02/2026,C297,Repeat Customer,Speaker,Electronics,Pune,3,"₹28,626","₹5,745",Profit
1640,01/10/2026,C285,Repeat Customer,T-Shirt,Apparel,Mumbai,3,"₹1,512",₹422,Profit
1641,30/04/2026,C051,Repeat Customer,Smartwatch,Electronics,Kolkata,6,"₹103,296","₹21,357",Profit
1642,28/03/2026,C442,Repeat Customer,Shoes,Apparel,Hyderabad,4,"₹8,580","₹2,164",Profit
1643,13/04/2026,C140,Repeat Customer,Desk,Furniture,Bangalore,5,"₹40,250","₹8,658",Profit
1644,26/05/2026,C068,Repeat Customer,Chair,Furniture,Pune,5,"₹19,415","₹4,696",Profit
1645,22/04/2026,C446,Repeat Customer,Bookshelf,Furniture,Pune,1,"₹6,533","₹1,249",Profit
1646,02/02/2026,C472,Repeat Customer,Skincare Set,Beauty,Kolkata,3,"₹2,460",₹822,Profit
1647,04/03/2026,C436,Repeat Customer,Kurta,Apparel,Pune,3,"₹6,834","₹2,304",Profit
1648,03/08/2026,C407,Repeat Customer,Cookware Set,Home,Kolkata,1,"₹7,288","₹1,603",Profit
1649,28/02/2026,C328,Repeat Customer,Speaker,Electronics,Chennai,1,"₹9,617","₹1,675",Profit
1650,08/11/2026,C272,Repeat Customer,T-Shirt,Apparel,Bangalore,1,₹918,₹312,Profit
1651,28/03/2026,C049,Repeat Customer,Bookshelf,Furniture,Hyderabad,2,"₹16,436","₹3,915",Profit
1652,02/07/2026,C215,Repeat Customer,Laptop,Electronics,Kolkata,3,"₹175,164","₹18,708",Profit
1653,14/08/2026,C194,Repeat Customer,Table,Furniture,Bangalore,6,"₹96,672","₹23,785",Profit
1654,19/03/2026,C138,Repeat Customer,Makeup Kit,Beauty,Delhi,6,"₹24,408","₹8,300",Profit
1655,15/04/2026,C368,Repeat Customer,Chair,Furniture,Hyderabad,3,"₹23,088","₹5,560",Profit
1656,06/02/2026,C250,Repeat Customer,Skincare Set,Beauty,Mumbai,4,"₹13,012","₹4,729",Profit
1657,05/05/2026,C044,Repeat Customer,Blender,Home,Delhi,3,"₹8,754","₹1,506",Profit
1658,23/05/2026,C117,Repeat Customer,Camera,Electronics,Hyderabad,3,"₹119,775","₹14,243",Profit
1659,25/02/2026,C351,Repeat Customer,Kurta,Apparel,Kolkata,5,"₹11,700","₹3,388",Profit
1660,08/12/2026,C042,Repeat Customer,Bookshelf,Furniture,Pune,1,"₹9,441","₹2,424",Profit
1661,06/03/2026,C428,Repeat Customer,Blender,Home,Pune,4,"₹16,748","₹3,895",Profit
1662,07/05/2026,C250,Repeat Customer,Laptop,Electronics,Bangalore,2,"₹144,620","₹17,507",Profit
1663,26/03/2026,C248,Repeat Customer,Perfume,Beauty,Mumbai,3,"₹5,190","₹1,664",Profit
1664,06/05/2026,C296,Repeat Customer,Chair,Furniture,Chennai,1,"₹3,056",₹716,Profit
1665,03/09/2026,C413,Repeat Customer,Laptop,Electronics,Chennai,6,"₹233,508","₹24,262",Profit
1666,17/03/2026,C183,Repeat Customer,Tablet,Electronics,Hyderabad,4,"₹146,052","₹22,605",Profit
1667,23/04/2026,C347,Repeat Customer,Jeans,Apparel,Hyderabad,3,"₹2,838",₹751,Profit
1668,19/08/2026,C277,Repeat Customer,Perfume,Beauty,Mumbai,3,"₹13,041","₹4,209",Profit
1669,02/08/2026,C140,Repeat Customer,Smartwatch,Electronics,Kolkata,3,"₹45,801","₹9,839",Profit
1670,26/03/2026,C442,Repeat Customer,Tablet,Electronics,Hyderabad,4,"₹120,204","₹16,626",Profit
1671,06/05/2026,C402,Repeat Customer,Blender,Home,Pune,1,"₹4,768",₹979,Profit
1672,20/02/2026,C330,Repeat Customer,Makeup Kit,Beauty,Mumbai,1,"₹4,711","₹1,659",Profit
1673,03/06/2026,C428,Repeat Customer,Jacket,Apparel,Mumbai,5,"₹11,900",₹544,Profit
1674,05/05/2026,C439,Repeat Customer,Jacket,Apparel,Hyderabad,5,"₹17,395","₹6,003",Profit
1675,20/03/2026,C365,Repeat Customer,Shoes,Apparel,Chennai,2,"₹3,074",₹883,Profit
1676,21/07/2026,C419,Repeat Customer,Tablet,Electronics,Hyderabad,5,"₹109,450","₹11,960",Profit
1677,04/01/2026,C359,Repeat Customer,Chair,Furniture,Bangalore,3,"₹18,111","₹3,743",Profit
1678,08/08/2026,C349,Repeat Customer,Jeans,Apparel,Pune,6,"₹9,768","₹3,142",Profit
1679,13/06/2026,C309,Repeat Customer,Speaker,Electronics,Bangalore,6,"₹70,284","₹15,320",Profit
1680,03/08/2026,C387,New Customer,Jeans,Apparel,Bangalore,2,"₹2,206",₹722,Profit
1681,06/04/2026,C079,Repeat Customer,Perfume,Beauty,Delhi,1,"₹3,771","₹1,267",Profit
1682,14/03/2026,C442,Repeat Customer,Tablet,Electronics,Hyderabad,4,"₹123,744","₹18,549",Profit
1683,30/04/2026,C442,Repeat Customer,Makeup Kit,Beauty,Delhi,5,"₹20,985","₹6,627",Profit
1684,27/02/2026,C012,Repeat Customer,Makeup Kit,Beauty,Mumbai,1,"₹1,744",₹582,Profit
1685,01/07/2026,C413,Repeat Customer,Chair,Furniture,Kolkata,3,"₹22,083","₹5,150",Profit
1686,19/08/2026,C068,Repeat Customer,Phone,Electronics,Pune,3,"₹49,617","₹4,908",Profit
1687,02/01/2026,C177,Repeat Customer,Kurta,Apparel,Delhi,6,"₹14,094","₹4,059",Profit
1688,26/01/2026,C384,Repeat Customer,Jacket,Apparel,Hyderabad,6,"₹16,782","₹4,548",Profit
1689,15/02/2026,C081,Repeat Customer,Headphones,Electronics,Chennai,6,"₹23,778","₹5,234",Profit
1690,21/06/2026,C412,Repeat Customer,Smartwatch,Electronics,Mumbai,1,"₹5,004",₹824,Profit
1691,01/12/2026,C415,Repeat Customer,Tablet,Electronics,Pune,4,"₹86,748","₹11,929",Profit
1692,01/01/2026,C257,Repeat Customer,Makeup Kit,Beauty,Kolkata,1,"₹1,061",₹341,Profit
1693,07/10/2026,C002,Repeat Customer,Table,Furniture,Mumbai,5,"₹59,945","₹13,995",Profit
1694,02/07/2026,C151,Repeat Customer,Cookware Set,Home,Delhi,3,"₹10,536","₹2,150",Profit
1695,06/10/2026,C308,Repeat Customer,Phone,Electronics,Hyderabad,4,"₹213,640","₹19,627",Profit
1696,27/04/2026,C476,Repeat Customer,Kurta,Apparel,Chennai,4,"₹7,488","₹2,201",Profit
1697,22/04/2026,C315,Repeat Customer,Bookshelf,Furniture,Pune,1,"₹10,405","₹2,407",Profit
1698,19/05/2026,C138,Repeat Customer,Shoes,Apparel,Mumbai,5,"₹12,980","₹3,738",Profit
1699,13/04/2026,C316,Repeat Customer,Shoes,Apparel,Mumbai,1,"₹2,356",₹720,Profit
1700,30/07/2026,C266,Repeat Customer,T-Shirt,Apparel,Chennai,2,"₹2,076",₹519,Profit
1701,24/04/2026,C395,Repeat Customer,Chair,Furniture,Chennai,6,"₹38,592","₹7,543",Profit
1702,07/04/2026,C054,Repeat Customer,Bookshelf,Furniture,Delhi,5,"₹32,745","₹7,915",Profit
1703,08/10/2026,C391,Repeat Customer,Phone,Electronics,Chennai,3,"₹58,182","₹6,141",Profit
1704,01/04/2026,C266,Repeat Customer,Skincare Set,Beauty,Chennai,4,"₹10,108","₹3,138",Profit
1705,06/01/2026,C473,Repeat Customer,Chair,Furniture,Kolkata,5,"₹32,765","₹6,170",Profit
1706,13/04/2026,C179,Repeat Customer,Tablet,Electronics,Kolkata,2,"₹53,638","₹7,646",Profit
1707,03/05/2026,C315,Repeat Customer,T-Shirt,Apparel,Hyderabad,2,"₹1,760",₹550,Profit
1708,04/01/2026,C465,Repeat Customer,Bookshelf,Furniture,Chennai,6,"₹36,930","₹7,121",Profit
1709,02/10/2026,C053,Repeat Customer,Chair,Furniture,Bangalore,1,"₹8,914","₹1,894",Profit
1710,02/07/2026,C465,Repeat Customer,Tablet,Electronics,Mumbai,5,"₹189,725","₹22,344",Profit
1711,03/12/2026,C353,Repeat Customer,Kurta,Apparel,Mumbai,1,"₹2,330",₹772,Profit
1712,08/06/2026,C035,Repeat Customer,Perfume,Beauty,Mumbai,2,"₹9,614","₹3,091",Profit
1713,03/05/2026,C155,Repeat Customer,Microwave,Home,Chennai,6,"₹65,778","₹10,249",Profit
1714,28/04/2026,C365,Repeat Customer,Tablet,Electronics,Pune,6,"₹183,528","₹19,506",Profit
1715,07/06/2026,C035,Repeat Customer,T-Shirt,Apparel,Delhi,2,₹644,₹196,Profit
1716,22/03/2026,C288,Repeat Customer,T-Shirt,Apparel,Hyderabad,2,"₹1,410",₹416,Profit
1717,05/07/2026,C183,Repeat Customer,Phone,Electronics,Hyderabad,5,"₹99,215","₹8,359",Profit
1718,21/02/2026,C311,Repeat Customer,Tablet,Electronics,Chennai,6,"₹166,170","₹20,418",Profit
1719,24/07/2026,C026,Repeat Customer,Not Specified,Home,Delhi,1,"₹12,583","₹2,898",Profit
1720,02/08/2026,C442,Repeat Customer,Headphones,Electronics,Mumbai,5,"₹27,905","₹4,795",Profit
1721,27/04/2026,C476,Repeat Customer,Cookware Set,Home,Delhi,1,"₹8,612","₹2,194",Profit
1722,18/06/2026,C476,Repeat Customer,Kurta,Apparel,Pune,1,"₹1,969",₹558,Profit
1723,20/04/2026,C386,Repeat Customer,Tablet,Electronics,Pune,6,"₹218,736","₹28,794",Profit
1724,07/11/2026,C068,Repeat Customer,Jacket,Apparel,Delhi,3,"₹11,394","₹3,291",Profit
1725,28/06/2026,C390,Repeat Customer,Vacuum Cleaner,Home,Bangalore,5,"₹22,290","₹4,106",Profit
1726,28/07/2026,C012,Repeat Customer,Jeans,Apparel,Mumbai,6,"₹12,666",₹0,Profit
1727,07/08/2026,C012,Repeat Customer,Speaker,Electronics,Chennai,3,"₹25,755","₹4,118",Profit
1728,30/01/2026,C166,Repeat Customer,Laptop,Electronics,Chennai,4,"₹212,896","₹19,452",Profit
1729,15/08/2026,C249,Repeat Customer,Jacket,Apparel,Delhi,3,"₹6,555","₹1,806",Profit
1730,16/07/2026,C391,Repeat Customer,Jacket,Apparel,Mumbai,1,"₹3,420",₹893,Profit
1731,17/01/2026,C351,Repeat Customer,Camera,Electronics,Pune,3,"₹68,601","₹10,764",Profit
1732,07/04/2026,C234,Repeat Customer,Bookshelf,Furniture,Hyderabad,1,"₹11,137","₹2,756",Profit
1733,05/02/2026,C141,Repeat Customer,Desk,Furniture,Delhi,1,"₹8,828","₹1,591",Profit
1734,13/06/2026,C479,Repeat Customer,Sofa,Furniture,Hyderabad,4,"₹179,304","₹35,466",Profit
1735,18/04/2026,C227,Repeat Customer,Kurta,Apparel,Bangalore,3,"₹6,345","₹2,097",Profit
1736,29/04/2026,C239,Repeat Customer,Jeans,Apparel,Chennai,4,"₹9,156","₹2,898",Profit
1737,04/09/2026,C082,Repeat Customer,T-Shirt,Apparel,Bangalore,2,"₹1,404",₹366,Profit
1738,05/05/2026,C400,Repeat Customer,Jeans,Apparel,Delhi,4,"₹6,020","₹1,954",Profit
1739,20/03/2026,C358,Repeat Customer,Cookware Set,Home,Kolkata,1,"₹7,539","₹1,396",Profit
1740,06/10/2026,C117,Repeat Customer,Bookshelf,Furniture,Kolkata,4,"₹31,564","₹6,123",Profit
1741,27/05/2026,C045,Repeat Customer,Perfume,Beauty,Pune,1,"₹2,401",₹743,Profit
1742,07/02/2026,C349,Repeat Customer,Jacket,Apparel,Hyderabad,3,"₹5,544","₹1,424",Profit
1743,16/06/2026,C327,Repeat Customer,Desk,Furniture,Kolkata,4,"₹21,044","₹4,781",Profit
1744,27/06/2026,C141,Repeat Customer,Jeans,Apparel,Chennai,3,"₹8,028","₹2,274",Profit
1745,08/09/2026,C470,Repeat Customer,Bookshelf,Furniture,Bangalore,4,"₹29,340","₹5,591",Profit
